payment_id,order_id,payment_method,payment_status
647,647,NetBanking,Failed
648,648,Card,Success
649,649,Wallet,Success
650,650,NetBanking,Success
651,651,NetBanking,Success
652,652,Wallet,Success
653,653,Wallet,Success
654,654,NetBanking,Success
655,655,Card,Success
656,656,Card,Success
657,657,Wallet,Success
658,658,NetBanking,Success
659,659,Card,Success
660,660,Wallet,Success
661,661,Wallet,Success
662,662,Card,Success
663,663,UPI,Success
664,664,UPI,Success
665,665,UPI,Failed
666,666,Card,Success
667,667,Card,Success
668,668,NetBanking,Success
669,669,Wallet,Success
670,670,NetBanking,Success
671,671,Wallet,Success
672,672,Card,Success
673,673,UPI,Success
674,674,NetBanking,Success
675,675,Card,Success
676,676,NetBanking,Success
677,677,NetBanking,Success
678,678,UPI,Failed
679,679,Card,Success
680,680,Wallet,Success
681,681,NetBanking,Success
682,682,UPI,Success
683,683,NetBanking,Success
684,684,UPI,Success
685,685,Card,Success
686,686,NetBanking,Success
687,687,UPI,Success
688,688,UPI,Failed
689,689,Card,Failed
690,690,Wallet,Success
691,691,NetBanking,Success
692,692,NetBanking,Success
693,693,NetBanking,Success
694,694,Wallet,Success
695,695,NetBanking,Failed
696,696,Wallet,Success
697,697,Wallet,Success
698,698,Card,Success
699,699,Card,Success
700,700,UPI,Success
701,701,NetBanking,Success
702,702,NetBanking,Success
703,703,Wallet,Success
704,704,Wallet,Success
705,705,NetBanking,Success
706,706,Card,Success
707,707,Card,Success
708,708,UPI,Success
709,709,UPI,Success
710,710,NetBanking,Success
711,711,Card,Success
712,712,NetBanking,Success
713,713,Wallet,Success
714,714,Wallet,Success
715,715,Wallet,Success
716,716,Wallet,Success
717,717,NetBanking,Failed
718,718,Wallet,Success
719,719,NetBanking,Success
720,720,UPI,Success
721,721,Card,Success
722,722,Card,Success
723,723,UPI,Success
724,724,Wallet,Success
725,725,Card,Success
726,726,Card,Success
727,727,NetBanking,Failed
728,728,UPI,Success
729,729,UPI,Success
730,730,UPI,Success
731,731,NetBanking,Success
732,732,Card,Success
733,733,NetBanking,Success
734,734,UPI,Failed
735,735,NetBanking,Failed
736,736,Card,Success
737,737,NetBanking,Success
738,738,NetBanking,Success
739,739,Card,Failed
740,740,NetBanking,Success
741,741,UPI,Success
742,742,UPI,Success
743,743,Wallet,Success
744,744,NetBanking,Success
745,745,Wallet,Success
746,746,Card,Success
747,747,NetBanking,Success
748,748,Wallet,Failed
749,749,NetBanking,Success
750,750,Wallet,Success
751,751,Card,Success
752,752,Wallet,Success
753,753,Wallet,Success
754,754,NetBanking,Success
755,755,Wallet,Success
756,756,Card,Success
757,757,Wallet,Success
758,758,UPI,Success
759,759,UPI,Success
760,760,Card,Failed
761,761,UPI,Success
762,762,UPI,Success
763,763,NetBanking,Success
764,764,Wallet,Failed
765,765,UPI,Success
766,766,NetBanking,Success
767,767,NetBanking,Success
768,768,NetBanking,Success
769,769,NetBanking,Success
770,770,UPI,Success
771,771,Card,Failed
772,772,Card,Success
773,773,Wallet,Failed
774,774,UPI,Success
775,775,NetBanking,Success
776,776,UPI,Success
777,777,Card,Success
778,778,NetBanking,Success
779,779,UPI,Success
780,780,UPI,Success
781,781,NetBanking,Success
782,782,Wallet,Success
783,783,Card,Success
784,784,Wallet,Success
785,785,Card,Success
786,786,Wallet,Success
787,787,NetBanking,Failed
788,788,Card,Failed
789,789,Wallet,Success
790,790,Card,Success
791,791,Card,Success
792,792,Wallet,Success
793,793,NetBanking,Success
794,794,UPI,Failed
795,795,UPI,Success
796,796,NetBanking,Failed
797,797,Wallet,Success
798,798,NetBanking,Success
799,799,Card,Success
800,800,Wallet,Success
801,801,UPI,Success
802,802,Card,Success
803,803,Card,Failed
804,804,Card,Success
805,805,NetBanking,Success
806,806,Card,Success
807,807,NetBanking,Success
808,808,Card,Success
809,809,Card,Success
810,810,UPI,Success
811,811,Wallet,Failed
812,812,Wallet,Failed
813,813,Wallet,Failed
814,814,Card,Success
815,815,Wallet,Success
816,816,UPI,Success
817,817,UPI,Success
818,818,UPI,Success
819,819,Wallet,Success
820,820,Wallet,Success
821,821,Wallet,Success
822,822,Wallet,Success
823,823,Wallet,Success
824,824,Card,Success
825,825,Card,Success
826,826,NetBanking,Success
827,827,UPI,Success
828,828,Wallet,Success
829,829,UPI,Success
830,830,UPI,Success
831,831,UPI,Success
832,832,Wallet,Success
833,833,Wallet,Success
834,834,Wallet,Success
835,835,NetBanking,Success
836,836,NetBanking,Success
837,837,NetBanking,Success
838,838,NetBanking,Success
839,839,Wallet,Success
840,840,Card,Success
841,841,UPI,Success
842,842,Wallet,Success
843,843,UPI,Success
844,844,Card,Success
845,845,Card,Success
846,846,UPI,Success
847,847,UPI,Success
848,848,Wallet,Failed
849,849,Wallet,Success
850,850,Card,Success
851,851,NetBanking,Success
852,852,Wallet,Success
853,853,NetBanking,Success
854,854,NetBanking,Failed
855,855,Wallet,Failed
856,856,NetBanking,Success
857,857,UPI,Success
858,858,Card,Success
859,859,Card,Success
860,860,Wallet,Success
861,861,Card,Success
862,862,Card,Failed
863,863,UPI,Success
864,864,NetBanking,Success
865,865,Card,Success
866,866,UPI,Success
867,867,NetBanking,Success
868,868,UPI,Success
869,869,Card,Success
870,870,UPI,Failed
871,871,Wallet,Success
872,872,UPI,Failed
873,873,Wallet,Success
874,874,UPI,Success
875,875,NetBanking,Failed
876,876,NetBanking,Success
877,877,UPI,Success
878,878,Wallet,Success
879,879,Wallet,Success
880,880,Card,Success
881,881,Card,Success
882,882,UPI,Success
883,883,NetBanking,Success
884,884,NetBanking,Success
885,885,Card,Success
886,886,Wallet,Failed
887,887,Card,Success
888,888,Card,Failed
889,889,UPI,Success
890,890,Card,Success
891,891,UPI,Success
892,892,NetBanking,Success
893,893,Card,Success
894,894,Card,Success
895,895,NetBanking,Success
896,896,Card,Success
897,897,NetBanking,Failed
898,898,Card,Success
899,899,NetBanking,Success
900,900,Card,Success
901,901,NetBanking,Success
902,902,UPI,Success
903,903,NetBanking,Success
904,904,Wallet,Success
905,905,NetBanking,Success
906,906,Card,Failed
907,907,Wallet,Success
908,908,UPI,Success
909,909,UPI,Success
910,910,Card,Failed
911,911,Wallet,Failed
912,912,Card,Success
913,913,Wallet,Failed
914,914,NetBanking,Failed
915,915,Card,Success
916,916,Wallet,Success
917,917,UPI,Success
918,918,NetBanking,Success
919,919,Wallet,Success
920,920,UPI,Success
921,921,UPI,Success
922,922,NetBanking,Success
923,923,NetBanking,Success
924,924,Wallet,Success
925,925,Card,Failed
926,926,Wallet,Success
927,927,UPI,Success
928,928,UPI,Success
929,929,UPI,Success
930,930,Wallet,Success
931,931,NetBanking,Success
932,932,UPI,Success
933,933,Wallet,Success
934,934,NetBanking,Success
935,935,Card,Success
936,936,NetBanking,Success
937,937,UPI,Success
938,938,UPI,Success
939,939,Card,Success
940,940,Wallet,Success
941,941,Wallet,Success
942,942,Wallet,Success
943,943,NetBanking,Success
944,944,Wallet,Success
945,945,UPI,Success
946,946,Wallet,Success
947,947,Wallet,Failed
948,948,UPI,Success
949,949,Wallet,Success
950,950,Card,Success
951,951,NetBanking,Success
952,952,Wallet,Success
953,953,UPI,Success
954,954,Card,Failed
955,955,NetBanking,Success
956,956,NetBanking,Success
957,957,Wallet,Success
958,958,UPI,Success
959,959,Wallet,Success
960,960,NetBanking,Success
961,961,NetBanking,Success
962,962,UPI,Success
963,963,NetBanking,Success
964,964,Card,Success
965,965,UPI,Success
966,966,Wallet,Success
967,967,NetBanking,Success
968,968,UPI,Success
969,969,Wallet,Success
970,970,Wallet,Success
971,971,UPI,Success
972,972,Wallet,Success
973,973,NetBanking,Success
974,974,Wallet,Success
975,975,Wallet,Success
976,976,NetBanking,Success
977,977,Wallet,Success
978,978,Card,Success
979,979,Wallet,Success
980,980,UPI,Success
981,981,Wallet,Success
982,982,Card,Success
983,983,Card,Success
984,984,NetBanking,Success
985,985,UPI,Success
986,986,NetBanking,Success
987,987,Wallet,Success
988,988,UPI,Success
989,989,UPI,Success
990,990,UPI,Success
991,991,Wallet,Success
992,992,Card,Failed
993,993,Wallet,Success
994,994,Card,Success
995,995,UPI,Success
996,996,Wallet,Success
997,997,NetBanking,Success
998,998,UPI,Success
999,999,Wallet,Success
1000,1000,Wallet,Success
1001,1001,NetBanking,Success
1002,1002,Card,Success
1003,1003,UPI,Success
1004,1004,Wallet,Failed
1005,1005,UPI,Success
1006,1006,Card,Success
1007,1007,Wallet,Success
1008,1008,Card,Success
1009,1009,UPI,Success
1010,1010,UPI,Success
1011,1011,Wallet,Success
1012,1012,Wallet,Success
1013,1013,UPI,Success
1014,1014,Wallet,Success
1015,1015,Card,Success
1016,1016,UPI,Success
1017,1017,Card,Success
1018,1018,Card,Success
1019,1019,Wallet,Success
1020,1020,Card,Success
1021,1021,NetBanking,Success
1022,1022,UPI,Success
1023,1023,NetBanking,Success
1024,1024,Card,Failed
1025,1025,Card,Failed
1026,1026,NetBanking,Success
1027,1027,Wallet,Success
1028,1028,Card,Success
1029,1029,Card,Success
1030,1030,Card,Success
1031,1031,Wallet,Success
1032,1032,Card,Success
1033,1033,Card,Success
1034,1034,Wallet,Success
1035,1035,NetBanking,Success
1036,1036,UPI,Success
1037,1037,Wallet,Success
1038,1038,UPI,Success
1039,1039,NetBanking,Success
1040,1040,NetBanking,Success
1041,1041,Card,Success
1042,1042,Card,Success
1043,1043,UPI,Success
1044,1044,NetBanking,Success
1045,1045,Wallet,Success
1046,1046,Wallet,Success
1047,1047,Wallet,Success
1048,1048,NetBanking,Success
1049,1049,UPI,Success
1050,1050,NetBanking,Success
1051,1051,UPI,Success
1052,1052,UPI,Success
1053,1053,NetBanking,Success
1054,1054,Wallet,Success
1055,1055,Card,Success
1056,1056,Card,Success
1057,1057,Wallet,Failed
1058,1058,Wallet,Success
1059,1059,Wallet,Success
1060,1060,UPI,Success
1061,1061,Card,Success
1062,1062,Wallet,Success
1063,1063,Card,Success
1064,1064,NetBanking,Success
1065,1065,NetBanking,Success
1066,1066,Card,Success
1067,1067,NetBanking,Success
1068,1068,UPI,Success
1069,1069,NetBanking,Success
1070,1070,UPI,Success
1071,1071,Card,Success
1072,1072,Card,Failed
1073,1073,NetBanking,Success
1074,1074,Wallet,Failed
1075,1075,Wallet,Success
1076,1076,Wallet,Success
1077,1077,NetBanking,Success
1078,1078,NetBanking,Success
1079,1079,UPI,Failed
1080,1080,Card,Success
1081,1081,NetBanking,Success
1082,1082,Wallet,Success
1083,1083,Wallet,Success
1084,1084,NetBanking,Success
1085,1085,NetBanking,Success
1086,1086,Wallet,Failed
1087,1087,UPI,Success
1088,1088,NetBanking,Success
1089,1089,UPI,Success
1090,1090,UPI,Success
1091,1091,NetBanking,Success
1092,1092,Wallet,Success
1093,1093,UPI,Failed
1094,1094,Card,Success
1095,1095,UPI,Success
1096,1096,Card,Failed
1097,1097,Card,Success
1098,1098,UPI,Success
1099,1099,UPI,Success
1100,1100,Card,Success
1101,1101,UPI,Success
1102,1102,NetBanking,Success
1103,1103,Wallet,Failed
1104,1104,UPI,Success
1105,1105,NetBanking,Success
1106,1106,UPI,Success
1107,1107,UPI,Success
1108,1108,Wallet,Success
1109,1109,UPI,Failed
1110,1110,Wallet,Success
1111,1111,Card,Success
1112,1112,Wallet,Success
1113,1113,Card,Success
1114,1114,UPI,Success
1115,1115,NetBanking,Success
1116,1116,Wallet,Success
1117,1117,Card,Success
1118,1118,NetBanking,Success
1119,1119,Card,Success
1120,1120,Wallet,Success
1121,1121,Card,Success
1122,1122,Card,Success
1123,1123,Card,Success
1124,1124,NetBanking,Success
1125,1125,NetBanking,Success
1126,1126,UPI,Failed
1127,1127,Card,Success
1128,1128,Card,Success
1129,1129,UPI,Success
1130,1130,Card,Success
1131,1131,UPI,Success
1132,1132,Wallet,Success
1133,1133,Wallet,Success
1134,1134,UPI,Success
1135,1135,NetBanking,Success
1136,1136,Card,Success
1137,1137,NetBanking,Success
1138,1138,UPI,Success
1139,1139,UPI,Success
1140,1140,Wallet,Success
1141,1141,NetBanking,Failed
1142,1142,Card,Success
1143,1143,NetBanking,Success
1144,1144,NetBanking,Success
1145,1145,Wallet,Success
1146,1146,Card,Success
1147,1147,Wallet,Success
1148,1148,Wallet,Success
1149,1149,NetBanking,Failed
1150,1150,NetBanking,Success
1151,1151,Wallet,Success
1152,1152,UPI,Failed
1153,1153,UPI,Success
1154,1154,NetBanking,Success
1155,1155,Card,Success
1156,1156,NetBanking,Success
1157,1157,Wallet,Success
1158,1158,NetBanking,Failed
1159,1159,UPI,Success
1160,1160,NetBanking,Failed
1161,1161,Card,Success
1162,1162,Card,Success
1163,1163,UPI,Success
1164,1164,UPI,Success
1165,1165,Card,Success
1166,1166,Wallet,Failed
1167,1167,Card,Success
1168,1168,Card,Failed
1169,1169,Wallet,Failed
