customer_id,customer_name,total_orders,total_revenue
4075,Cust_4075,2,11073.0000
3480,Cust_3480,7,38809.0000
4080,Cust_4080,11,77446.0000
3636,Cust_3636,5,22909.0000
70,Cust_70,13,88002.0000
3165,Cust_3165,10,58095.0000
2834,Cust_2834,7,72466.0000
525,Cust_525,9,41202.0000
4930,Cust_4930,10,47226.0000
2654,Cust_2654,11,68550.0000
2756,Cust_2756,15,81609.0000
4794,Cust_4794,11,82285.0000
4600,Cust_4600,11,91764.0000
3852,Cust_3852,8,41416.0000
3559,Cust_3559,12,112688.0000
2911,Cust_2911,14,100223.0000
3839,Cust_3839,14,85083.0000
175,Cust_175,9,53104.0000
858,Cust_858,12,88226.0000
2431,Cust_2431,8,72174.0000
680,Cust_680,8,30777.0000
3996,Cust_3996,13,66442.0000
3377,Cust_3377,6,53937.0000
4892,Cust_4892,13,78034.0000
1098,Cust_1098,4,24358.0000
939,Cust_939,11,57110.0000
1870,Cust_1870,9,66300.0000
83,Cust_83,14,125882.0000
1153,Cust_1153,11,90173.0000
4501,Cust_4501,8,51365.0000
2943,Cust_2943,8,54140.0000
254,Cust_254,8,49613.0000
1511,Cust_1511,12,78525.0000
1333,Cust_1333,13,78704.0000
434,Cust_434,10,73657.0000
552,Cust_552,9,57051.0000
1522,Cust_1522,14,110274.0000
2497,Cust_2497,5,27450.0000
2084,Cust_2084,12,88593.0000
4988,Cust_4988,10,87507.0000
2904,Cust_2904,5,56971.0000
3630,Cust_3630,9,40015.0000
2675,Cust_2675,10,54794.0000
1396,Cust_1396,7,29747.0000
4383,Cust_4383,11,62498.0000
3541,Cust_3541,7,39597.0000
1674,Cust_1674,5,17228.0000
2600,Cust_2600,5,32100.0000
1842,Cust_1842,13,75952.0000
1261,Cust_1261,11,81713.0000
2808,Cust_2808,9,55099.0000
2929,Cust_2929,8,57358.0000
3858,Cust_3858,9,42537.0000
423,Cust_423,10,76761.0000
1214,Cust_1214,8,42027.0000
1872,Cust_1872,9,55301.0000
1839,Cust_1839,9,57688.0000
2930,Cust_2930,7,17247.0000
1341,Cust_1341,11,50408.0000
3151,Cust_3151,8,51772.0000
548,Cust_548,7,46657.0000
3337,Cust_3337,14,141121.0000
418,Cust_418,6,38419.0000
4066,Cust_4066,7,69374.0000
4272,Cust_4272,11,51575.0000
1353,Cust_1353,9,51355.0000
2446,Cust_2446,9,56672.0000
4656,Cust_4656,12,51202.0000
2524,Cust_2524,14,105120.0000
2731,Cust_2731,4,25463.0000
4509,Cust_4509,12,121429.0000
2438,Cust_2438,7,38585.0000
3145,Cust_3145,10,69846.0000
1746,Cust_1746,8,49048.0000
3089,Cust_3089,13,89428.0000
1002,Cust_1002,6,40065.0000
4591,Cust_4591,12,78797.0000
4864,Cust_4864,11,64323.0000
1405,Cust_1405,7,49150.0000
4651,Cust_4651,11,57302.0000
4384,Cust_4384,12,99435.0000
4041,Cust_4041,8,65105.0000
4155,Cust_4155,7,57736.0000
2865,Cust_2865,10,58888.0000
4175,Cust_4175,23,110372.0000
3175,Cust_3175,17,129445.0000
2727,Cust_2727,9,70157.0000
3065,Cust_3065,9,58162.0000
4379,Cust_4379,12,102751.0000
4763,Cust_4763,8,49517.0000
3246,Cust_3246,9,67568.0000
4535,Cust_4535,6,69656.0000
1145,Cust_1145,14,63178.0000
1139,Cust_1139,12,71558.0000
1570,Cust_1570,10,86794.0000
4614,Cust_4614,12,88793.0000
1891,Cust_1891,15,100194.0000
257,Cust_257,17,108461.0000
324,Cust_324,7,52451.0000
1181,Cust_1181,10,70815.0000
1332,Cust_1332,7,42428.0000
4404,Cust_4404,11,49362.0000
211,Cust_211,8,38853.0000
4667,Cust_4667,8,35851.0000
3179,Cust_3179,14,97583.0000
697,Cust_697,6,56079.0000
1804,Cust_1804,10,72115.0000
3052,Cust_3052,14,76059.0000
2185,Cust_2185,9,60810.0000
1620,Cust_1620,10,72004.0000
398,Cust_398,8,66882.0000
2624,Cust_2624,10,58138.0000
4327,Cust_4327,14,77288.0000
2106,Cust_2106,11,52176.0000
598,Cust_598,11,68155.0000
56,Cust_56,9,47802.0000
2016,Cust_2016,14,73891.0000
2054,Cust_2054,13,72335.0000
1185,Cust_1185,11,109612.0000
1793,Cust_1793,5,57806.0000
511,Cust_511,10,95346.0000
2538,Cust_2538,13,76256.0000
1275,Cust_1275,11,94390.0000
1731,Cust_1731,14,81593.0000
3616,Cust_3616,4,23831.0000
4853,Cust_4853,16,90990.0000
951,Cust_951,9,72467.0000
4695,Cust_4695,15,94348.0000
1342,Cust_1342,14,73719.0000
4791,Cust_4791,7,23217.0000
157,Cust_157,8,50054.0000
259,Cust_259,14,111629.0000
4372,Cust_4372,8,27988.0000
542,Cust_542,12,74569.0000
192,Cust_192,6,33172.0000
4040,Cust_4040,9,78997.0000
4678,Cust_4678,14,84233.0000
910,Cust_910,9,62689.0000
1880,Cust_1880,8,46818.0000
4480,Cust_4480,8,50887.0000
1462,Cust_1462,11,70598.0000
4889,Cust_4889,9,43481.0000
4028,Cust_4028,14,85683.0000
803,Cust_803,10,62347.0000
4444,Cust_4444,9,46641.0000
718,Cust_718,7,48058.0000
337,Cust_337,6,46126.0000
1518,Cust_1518,9,60816.0000
3951,Cust_3951,9,58516.0000
3253,Cust_3253,8,66259.0000
1272,Cust_1272,12,91038.0000
3247,Cust_3247,6,48188.0000
1066,Cust_1066,7,30231.0000
433,Cust_433,15,86491.0000
2267,Cust_2267,11,61876.0000
4373,Cust_4373,14,78078.0000
848,Cust_848,11,81148.0000
2400,Cust_2400,6,19121.0000
3054,Cust_3054,8,42584.0000
3079,Cust_3079,14,67878.0000
3850,Cust_3850,13,73859.0000
2434,Cust_2434,9,56230.0000
621,Cust_621,17,100032.0000
3757,Cust_3757,13,97186.0000
527,Cust_527,9,36216.0000
574,Cust_574,9,80929.0000
3820,Cust_3820,10,55953.0000
282,Cust_282,9,52837.0000
2058,Cust_2058,14,114827.0000
3592,Cust_3592,9,50961.0000
4431,Cust_4431,8,57349.0000
1489,Cust_1489,15,113654.0000
2615,Cust_2615,13,75561.0000
4756,Cust_4756,11,58912.0000
1072,Cust_1072,8,49893.0000
4011,Cust_4011,12,92151.0000
3704,Cust_3704,8,33543.0000
3625,Cust_3625,9,53791.0000
3999,Cust_3999,11,78354.0000
2660,Cust_2660,12,75162.0000
1118,Cust_1118,9,57746.0000
4655,Cust_4655,12,76856.0000
573,Cust_573,9,42989.0000
588,Cust_588,10,49588.0000
209,Cust_209,8,73235.0000
3558,Cust_3558,12,73003.0000
2380,Cust_2380,9,63075.0000
1094,Cust_1094,14,56959.0000
2227,Cust_2227,17,124328.0000
2886,Cust_2886,2,27272.0000
1527,Cust_1527,16,92788.0000
1221,Cust_1221,12,64721.0000
3642,Cust_3642,12,76044.0000
4407,Cust_4407,12,53373.0000
833,Cust_833,9,74977.0000
4923,Cust_4923,6,49093.0000
2397,Cust_2397,9,49639.0000
501,Cust_501,12,77332.0000
691,Cust_691,10,40290.0000
2577,Cust_2577,11,86726.0000
18,Cust_18,9,81490.0000
526,Cust_526,9,60318.0000
1269,Cust_1269,17,94583.0000
2579,Cust_2579,11,82064.0000
4154,Cust_4154,8,46042.0000
3212,Cust_3212,8,59113.0000
2461,Cust_2461,13,82894.0000
2729,Cust_2729,16,83259.0000
2322,Cust_2322,10,63724.0000
1165,Cust_1165,10,60331.0000
948,Cust_948,17,91500.0000
839,Cust_839,11,70265.0000
4056,Cust_4056,12,89938.0000
3436,Cust_3436,8,74537.0000
2318,Cust_2318,12,97413.0000
2671,Cust_2671,16,85964.0000
4009,Cust_4009,10,67680.0000
1624,Cust_1624,13,88718.0000
1301,Cust_1301,7,40937.0000
1121,Cust_1121,7,33252.0000
3834,Cust_3834,8,59463.0000
2405,Cust_2405,12,65450.0000
2255,Cust_2255,10,66598.0000
3017,Cust_3017,8,52425.0000
1662,Cust_1662,6,23346.0000
3599,Cust_3599,14,130355.0000
2490,Cust_2490,13,70901.0000
1136,Cust_1136,13,71290.0000
1421,Cust_1421,11,91897.0000
3758,Cust_3758,9,73604.0000
3804,Cust_3804,9,61248.0000
2001,Cust_2001,10,63125.0000
755,Cust_755,10,54445.0000
4570,Cust_4570,4,23078.0000
1673,Cust_1673,13,77908.0000
2511,Cust_2511,9,44504.0000
969,Cust_969,18,111745.0000
1089,Cust_1089,14,88496.0000
2038,Cust_2038,10,72042.0000
2529,Cust_2529,4,31688.0000
1502,Cust_1502,12,75867.0000
1989,Cust_1989,11,80611.0000
519,Cust_519,10,67348.0000
1984,Cust_1984,8,57124.0000
3249,Cust_3249,6,40581.0000
1206,Cust_1206,9,56163.0000
2215,Cust_2215,6,52104.0000
2257,Cust_2257,17,92509.0000
4658,Cust_4658,7,29470.0000
547,Cust_547,11,62895.0000
1274,Cust_1274,7,41772.0000
3045,Cust_3045,14,97643.0000
1309,Cust_1309,16,104597.0000
3738,Cust_3738,8,51991.0000
1093,Cust_1093,6,27744.0000
1542,Cust_1542,7,53610.0000
213,Cust_213,5,27543.0000
3392,Cust_3392,11,86576.0000
1950,Cust_1950,9,64422.0000
1180,Cust_1180,12,65416.0000
2655,Cust_2655,19,106630.0000
4818,Cust_4818,7,41282.0000
4980,Cust_4980,10,48500.0000
2373,Cust_2373,12,66863.0000
1414,Cust_1414,12,66365.0000
3860,Cust_3860,6,44548.0000
3328,Cust_3328,5,45782.0000
62,Cust_62,11,56161.0000
1311,Cust_1311,10,48934.0000
3120,Cust_3120,9,31222.0000
3591,Cust_3591,13,101130.0000
2003,Cust_2003,7,36165.0000
104,Cust_104,7,58901.0000
3257,Cust_3257,16,95803.0000
47,Cust_47,5,32840.0000
4188,Cust_4188,8,49184.0000
3204,Cust_3204,10,85394.0000
2604,Cust_2604,11,74313.0000
3876,Cust_3876,11,69018.0000
3516,Cust_3516,10,91909.0000
4538,Cust_4538,12,61548.0000
4868,Cust_4868,9,52574.0000
541,Cust_541,14,74081.0000
4242,Cust_4242,9,65523.0000
2588,Cust_2588,11,86383.0000
33,Cust_33,7,32910.0000
3874,Cust_3874,13,65614.0000
2733,Cust_2733,9,52546.0000
607,Cust_607,5,45277.0000
1060,Cust_1060,11,112340.0000
2383,Cust_2383,7,29572.0000
1721,Cust_1721,11,72096.0000
630,Cust_630,15,86363.0000
1249,Cust_1249,13,100829.0000
4120,Cust_4120,9,71893.0000
3254,Cust_3254,10,64610.0000
1533,Cust_1533,12,83809.0000
2132,Cust_2132,12,82353.0000
1799,Cust_1799,9,46439.0000
3492,Cust_3492,17,104455.0000
3626,Cust_3626,12,79958.0000
4422,Cust_4422,6,47979.0000
3827,Cust_3827,8,60172.0000
605,Cust_605,17,110294.0000
4007,Cust_4007,8,39222.0000
2738,Cust_2738,10,81630.0000
4866,Cust_4866,16,84103.0000
2278,Cust_2278,5,22782.0000
3748,Cust_3748,11,59835.0000
982,Cust_982,13,59788.0000
1729,Cust_1729,9,46863.0000
3240,Cust_3240,12,59474.0000
4697,Cust_4697,11,72422.0000
1589,Cust_1589,6,36388.0000
4773,Cust_4773,7,34900.0000
3308,Cust_3308,11,59870.0000
3802,Cust_3802,11,73709.0000
3403,Cust_3403,6,47934.0000
2217,Cust_2217,9,46592.0000
2316,Cust_2316,7,39663.0000
2937,Cust_2937,6,43552.0000
4962,Cust_4962,7,43501.0000
826,Cust_826,12,67715.0000
1821,Cust_1821,10,97305.0000
4576,Cust_4576,9,48934.0000
874,Cust_874,10,51582.0000
1583,Cust_1583,9,36435.0000
2659,Cust_2659,8,55196.0000
4711,Cust_4711,13,76174.0000
1564,Cust_1564,9,57368.0000
2847,Cust_2847,14,89032.0000
912,Cust_912,5,17595.0000
2305,Cust_2305,11,75065.0000
1161,Cust_1161,11,69008.0000
3376,Cust_3376,7,31913.0000
2981,Cust_2981,5,40201.0000
864,Cust_864,8,78113.0000
4486,Cust_4486,7,56117.0000
4136,Cust_4136,9,70477.0000
851,Cust_851,11,62179.0000
4457,Cust_4457,11,67739.0000
3289,Cust_3289,5,26026.0000
2096,Cust_2096,7,32343.0000
2561,Cust_2561,12,46722.0000
1949,Cust_1949,10,52152.0000
3106,Cust_3106,6,36041.0000
4129,Cust_4129,5,33140.0000
3806,Cust_3806,12,72870.0000
3208,Cust_3208,10,52982.0000
2354,Cust_2354,7,37667.0000
1434,Cust_1434,9,42747.0000
4939,Cust_4939,9,67898.0000
4186,Cust_4186,8,61892.0000
1481,Cust_1481,10,61621.0000
3040,Cust_3040,13,82330.0000
2741,Cust_2741,7,49222.0000
4143,Cust_4143,13,79140.0000
810,Cust_810,10,28765.0000
1232,Cust_1232,11,75871.0000
3127,Cust_3127,11,75483.0000
3854,Cust_3854,11,65961.0000
1196,Cust_1196,9,56201.0000
2633,Cust_2633,7,65958.0000
1972,Cust_1972,12,75145.0000
4191,Cust_4191,9,45146.0000
899,Cust_899,7,51398.0000
4836,Cust_4836,10,47842.0000
4316,Cust_4316,9,23107.0000
4270,Cust_4270,10,65688.0000
2381,Cust_2381,12,97566.0000
3295,Cust_3295,16,157305.0000
4266,Cust_4266,6,23216.0000
3186,Cust_3186,17,89791.0000
3549,Cust_3549,8,55363.0000
3005,Cust_3005,10,71913.0000
3667,Cust_3667,10,50520.0000
1028,Cust_1028,6,38615.0000
640,Cust_640,8,48244.0000
2721,Cust_2721,9,60984.0000
299,Cust_299,8,40716.0000
2516,Cust_2516,10,74889.0000
1182,Cust_1182,10,74969.0000
4802,Cust_4802,11,73164.0000
1822,Cust_1822,10,106110.0000
1726,Cust_1726,19,138635.0000
1643,Cust_1643,11,66204.0000
4862,Cust_4862,10,58698.0000
2583,Cust_2583,11,59396.0000
4622,Cust_4622,9,60008.0000
747,Cust_747,11,49440.0000
590,Cust_590,13,77135.0000
28,Cust_28,22,131023.0000
751,Cust_751,7,62930.0000
2994,Cust_2994,12,73494.0000
131,Cust_131,8,25602.0000
4147,Cust_4147,8,34770.0000
4721,Cust_4721,10,92628.0000
1115,Cust_1115,6,38820.0000
216,Cust_216,10,69063.0000
4182,Cust_4182,10,51362.0000
180,Cust_180,11,81789.0000
177,Cust_177,8,68174.0000
1877,Cust_1877,15,108868.0000
3152,Cust_3152,14,73557.0000
3540,Cust_3540,11,67831.0000
1037,Cust_1037,8,55210.0000
173,Cust_173,6,20292.0000
1076,Cust_1076,15,63353.0000
4156,Cust_4156,4,14645.0000
4416,Cust_4416,12,109100.0000
2290,Cust_2290,8,36091.0000
1611,Cust_1611,12,81380.0000
4395,Cust_4395,7,32830.0000
577,Cust_577,9,67898.0000
4687,Cust_4687,7,27284.0000
4563,Cust_4563,11,57025.0000
431,Cust_431,5,21669.0000
4963,Cust_4963,6,30154.0000
3725,Cust_3725,11,48737.0000
473,Cust_473,14,124458.0000
3964,Cust_3964,8,49918.0000
2395,Cust_2395,10,72405.0000
3344,Cust_3344,14,76182.0000
3388,Cust_3388,10,92429.0000
2433,Cust_2433,7,41013.0000
1038,Cust_1038,12,81738.0000
2361,Cust_2361,5,25221.0000
737,Cust_737,9,56454.0000
3462,Cust_3462,9,63603.0000
4032,Cust_4032,6,20945.0000
3533,Cust_3533,10,88587.0000
961,Cust_961,8,49237.0000
2326,Cust_2326,6,33364.0000
3784,Cust_3784,9,57866.0000
2512,Cust_2512,18,89618.0000
2998,Cust_2998,9,62400.0000
3173,Cust_3173,8,56881.0000
2263,Cust_2263,9,33339.0000
4574,Cust_4574,8,45515.0000
2097,Cust_2097,11,85837.0000
4346,Cust_4346,8,41637.0000
2903,Cust_2903,13,102236.0000
3884,Cust_3884,13,72280.0000
228,Cust_228,18,112716.0000
2439,Cust_2439,7,81236.0000
2182,Cust_2182,10,55332.0000
74,Cust_74,12,122457.0000
3457,Cust_3457,12,67060.0000
2958,Cust_2958,9,61435.0000
3148,Cust_3148,14,79307.0000
629,Cust_629,7,36955.0000
4205,Cust_4205,8,61866.0000
2862,Cust_2862,9,47597.0000
1988,Cust_1988,10,85262.0000
1086,Cust_1086,8,66082.0000
4207,Cust_4207,13,69719.0000
2254,Cust_2254,4,26345.0000
4992,Cust_4992,12,74873.0000
2451,Cust_2451,9,33140.0000
1436,Cust_1436,5,41810.0000
3641,Cust_3641,3,20492.0000
2658,Cust_2658,5,33351.0000
1365,Cust_1365,8,21446.0000
2121,Cust_2121,10,38550.0000
1173,Cust_1173,13,51181.0000
740,Cust_740,8,28225.0000
378,Cust_378,8,44689.0000
2881,Cust_2881,5,20207.0000
5,Cust_5,8,48789.0000
4993,Cust_4993,9,48499.0000
4236,Cust_4236,8,39706.0000
3004,Cust_3004,6,43227.0000
987,Cust_987,10,64668.0000
4784,Cust_4784,6,29823.0000
762,Cust_762,18,131802.0000
2539,Cust_2539,12,58355.0000
771,Cust_771,10,73139.0000
1435,Cust_1435,8,39898.0000
69,Cust_69,12,101291.0000
2467,Cust_2467,7,44544.0000
779,Cust_779,12,81512.0000
960,Cust_960,9,82778.0000
388,Cust_388,11,100359.0000
3296,Cust_3296,6,48696.0000
2324,Cust_2324,10,87632.0000
2120,Cust_2120,6,46914.0000
2839,Cust_2839,17,119046.0000
2188,Cust_2188,12,59110.0000
1127,Cust_1127,11,102478.0000
3534,Cust_3534,9,63032.0000
944,Cust_944,4,34737.0000
2545,Cust_2545,12,47687.0000
828,Cust_828,14,128848.0000
3134,Cust_3134,15,111290.0000
2261,Cust_2261,15,116209.0000
3149,Cust_3149,12,81594.0000
4589,Cust_4589,8,36417.0000
4239,Cust_4239,11,108816.0000
659,Cust_659,11,115966.0000
4245,Cust_4245,11,63578.0000
4747,Cust_4747,8,39044.0000
1452,Cust_1452,10,61136.0000
2287,Cust_2287,8,53539.0000
3680,Cust_3680,11,58039.0000
2407,Cust_2407,5,24088.0000
1745,Cust_1745,9,60314.0000
3125,Cust_3125,10,88878.0000
4238,Cust_4238,14,73943.0000
3199,Cust_3199,13,81639.0000
1708,Cust_1708,10,48011.0000
386,Cust_386,7,58341.0000
4253,Cust_4253,9,46129.0000
155,Cust_155,9,47290.0000
4276,Cust_4276,14,65647.0000
1937,Cust_1937,5,33381.0000
422,Cust_422,12,104473.0000
4017,Cust_4017,12,67657.0000
832,Cust_832,8,44667.0000
3846,Cust_3846,14,99791.0000
3915,Cust_3915,12,93782.0000
2763,Cust_2763,10,47712.0000
653,Cust_653,7,77820.0000
4879,Cust_4879,9,57686.0000
2283,Cust_2283,7,37125.0000
2668,Cust_2668,8,45873.0000
2632,Cust_2632,12,98383.0000
2220,Cust_2220,12,98592.0000
884,Cust_884,12,89873.0000
4221,Cust_4221,10,31875.0000
2028,Cust_2028,13,66662.0000
3888,Cust_3888,8,59187.0000
2876,Cust_2876,6,23531.0000
2696,Cust_2696,5,19337.0000
1531,Cust_1531,4,23148.0000
2768,Cust_2768,3,11969.0000
513,Cust_513,13,66619.0000
3006,Cust_3006,10,54997.0000
529,Cust_529,13,65713.0000
149,Cust_149,12,69623.0000
3762,Cust_3762,11,81891.0000
21,Cust_21,12,100753.0000
2805,Cust_2805,11,69353.0000
1307,Cust_1307,8,59750.0000
2845,Cust_2845,14,85090.0000
3681,Cust_3681,10,45575.0000
3957,Cust_3957,8,37124.0000
4949,Cust_4949,7,39681.0000
2735,Cust_2735,8,60557.0000
4709,Cust_4709,8,55823.0000
1762,Cust_1762,9,34762.0000
3814,Cust_3814,9,69754.0000
3561,Cust_3561,13,75229.0000
2449,Cust_2449,7,41774.0000
918,Cust_918,9,92198.0000
3107,Cust_3107,9,41547.0000
3214,Cust_3214,9,76086.0000
3227,Cust_3227,7,39269.0000
1148,Cust_1148,12,66267.0000
1318,Cust_1318,12,71738.0000
1222,Cust_1222,8,49316.0000
1997,Cust_1997,13,107773.0000
4315,Cust_4315,12,74534.0000
1788,Cust_1788,16,75688.0000
2004,Cust_2004,8,30102.0000
2402,Cust_2402,6,41335.0000
4300,Cust_4300,9,69627.0000
2465,Cust_2465,5,32589.0000
4649,Cust_4649,9,69145.0000
1235,Cust_1235,7,21323.0000
1787,Cust_1787,7,56712.0000
316,Cust_316,9,52009.0000
3331,Cust_3331,8,72548.0000
2155,Cust_2155,13,74032.0000
1425,Cust_1425,5,44344.0000
305,Cust_305,8,45720.0000
2891,Cust_2891,6,33571.0000
4209,Cust_4209,8,65333.0000
3416,Cust_3416,5,15302.0000
1828,Cust_1828,10,85668.0000
263,Cust_263,7,54071.0000
1552,Cust_1552,12,83144.0000
125,Cust_125,8,46279.0000
2826,Cust_2826,10,35260.0000
4710,Cust_4710,14,99980.0000
4526,Cust_4526,10,89508.0000
1866,Cust_1866,13,76269.0000
1738,Cust_1738,16,119173.0000
1110,Cust_1110,13,75765.0000
1423,Cust_1423,7,39617.0000
4842,Cust_4842,13,107086.0000
510,Cust_510,10,91753.0000
1910,Cust_1910,9,36792.0000
4224,Cust_4224,12,69284.0000
326,Cust_326,9,46378.0000
3413,Cust_3413,13,66056.0000
2048,Cust_2048,9,72797.0000
4928,Cust_4928,10,59067.0000
4092,Cust_4092,6,65152.0000
4291,Cust_4291,7,35364.0000
4830,Cust_4830,8,73169.0000
2528,Cust_2528,8,39573.0000
3470,Cust_3470,5,44480.0000
2020,Cust_2020,12,77352.0000
4354,Cust_4354,11,79682.0000
4247,Cust_4247,10,47323.0000
1796,Cust_1796,6,49018.0000
2610,Cust_2610,10,61444.0000
821,Cust_821,9,64701.0000
2309,Cust_2309,5,30199.0000
2167,Cust_2167,11,48663.0000
221,Cust_221,16,108749.0000
2487,Cust_2487,12,77243.0000
1894,Cust_1894,12,78150.0000
1006,Cust_1006,6,25989.0000
31,Cust_31,7,50793.0000
2909,Cust_2909,13,57292.0000
3299,Cust_3299,11,78605.0000
916,Cust_916,15,87473.0000
843,Cust_843,6,14109.0000
973,Cust_973,12,64745.0000
1864,Cust_1864,9,58742.0000
3607,Cust_3607,10,51038.0000
4353,Cust_4353,8,43366.0000
1973,Cust_1973,10,62106.0000
3354,Cust_3354,8,37450.0000
2392,Cust_2392,5,39453.0000
1678,Cust_1678,10,56727.0000
2778,Cust_2778,7,46991.0000
3046,Cust_3046,10,68630.0000
277,Cust_277,9,48021.0000
1238,Cust_1238,12,76071.0000
1087,Cust_1087,6,36481.0000
1298,Cust_1298,5,25228.0000
203,Cust_203,9,53539.0000
4098,Cust_4098,7,17499.0000
2566,Cust_2566,10,85615.0000
2709,Cust_2709,12,50435.0000
2941,Cust_2941,12,47012.0000
3461,Cust_3461,16,125943.0000
2340,Cust_2340,11,83453.0000
3840,Cust_3840,8,47593.0000
2328,Cust_2328,10,57801.0000
3844,Cust_3844,9,70705.0000
3350,Cust_3350,9,61681.0000
1961,Cust_1961,11,70594.0000
3158,Cust_3158,12,84672.0000
3656,Cust_3656,12,83191.0000
891,Cust_891,4,50299.0000
3104,Cust_3104,12,73496.0000
3322,Cust_3322,13,64914.0000
4554,Cust_4554,11,58398.0000
4561,Cust_4561,8,42000.0000
1226,Cust_1226,14,111882.0000
1497,Cust_1497,8,79265.0000
2082,Cust_2082,6,28627.0000
3437,Cust_3437,12,91070.0000
1900,Cust_1900,6,29054.0000
2798,Cust_2798,7,33695.0000
179,Cust_179,13,93807.0000
3880,Cust_3880,9,62572.0000
1033,Cust_1033,12,77694.0000
3135,Cust_3135,15,84719.0000
1790,Cust_1790,14,89084.0000
3429,Cust_3429,15,87463.0000
4908,Cust_4908,10,70854.0000
2435,Cust_2435,14,53491.0000
2264,Cust_2264,14,60250.0000
1097,Cust_1097,12,61643.0000
1659,Cust_1659,15,93976.0000
2135,Cust_2135,16,116569.0000
357,Cust_357,12,62922.0000
892,Cust_892,9,61126.0000
4185,Cust_4185,7,65814.0000
1283,Cust_1283,5,37303.0000
336,Cust_336,12,87287.0000
2842,Cust_2842,13,71215.0000
3043,Cust_3043,12,43400.0000
2157,Cust_2157,13,45117.0000
484,Cust_484,8,53246.0000
1838,Cust_1838,6,44978.0000
2128,Cust_2128,12,56797.0000
2682,Cust_2682,9,66110.0000
2742,Cust_2742,10,86616.0000
4555,Cust_4555,10,68914.0000
284,Cust_284,11,48599.0000
3482,Cust_3482,14,63694.0000
4023,Cust_4023,9,62651.0000
2244,Cust_2244,12,69716.0000
318,Cust_318,13,96331.0000
2133,Cust_2133,6,20329.0000
2432,Cust_2432,12,109156.0000
4235,Cust_4235,9,71121.0000
29,Cust_29,8,51378.0000
4134,Cust_4134,16,113574.0000
4642,Cust_4642,9,39763.0000
4241,Cust_4241,5,22247.0000
2338,Cust_2338,11,42540.0000
2817,Cust_2817,14,83589.0000
2345,Cust_2345,8,49537.0000
1499,Cust_1499,9,51499.0000
4823,Cust_4823,14,80280.0000
467,Cust_467,7,32978.0000
889,Cust_889,12,75891.0000
4583,Cust_4583,8,55468.0000
478,Cust_478,8,40401.0000
3150,Cust_3150,9,51960.0000
1833,Cust_1833,10,84256.0000
2303,Cust_2303,13,69383.0000
2442,Cust_2442,10,54171.0000
4208,Cust_4208,11,42096.0000
3668,Cust_3668,13,73397.0000
1867,Cust_1867,7,69286.0000
4089,Cust_4089,10,59595.0000
