customer_id,customer_name,country,signup_date
163,Cust_163,Germany,2022-06-12
164,Cust_164,India,2022-06-13
165,Cust_165,UK,2022-06-14
166,Cust_166,USA,2022-06-15
167,Cust_167,Canada,2022-06-16
168,Cust_168,UK,2022-06-17
169,Cust_169,India,2022-06-18
170,Cust_170,Canada,2022-06-19
171,Cust_171,India,2022-06-20
172,Cust_172,India,2022-06-21
173,Cust_173,USA,2022-06-22
174,Cust_174,Canada,2022-06-23
175,Cust_175,Canada,2022-06-24
176,Cust_176,USA,2022-06-25
177,Cust_177,UK,2022-06-26
178,Cust_178,India,2022-06-27
179,Cust_179,Germany,2022-06-28
180,Cust_180,India,2022-06-29
181,Cust_181,India,2022-06-30
182,Cust_182,UK,2022-07-01
183,Cust_183,India,2022-07-02
184,Cust_184,USA,2022-07-03
185,Cust_185,USA,2022-07-04
186,Cust_186,Canada,2022-07-05
187,Cust_187,Germany,2022-07-06
188,Cust_188,India,2022-07-07
189,Cust_189,India,2022-07-08
190,Cust_190,UK,2022-07-09
191,Cust_191,USA,2022-07-10
192,Cust_192,Germany,2022-07-11
193,Cust_193,Canada,2022-07-12
194,Cust_194,USA,2022-07-13
195,Cust_195,Canada,2022-07-14
196,Cust_196,UK,2022-07-15
197,Cust_197,UK,2022-07-16
198,Cust_198,India,2022-07-17
199,Cust_199,Germany,2022-07-18
200,Cust_200,Canada,2022-07-19
201,Cust_201,USA,2022-07-20
202,Cust_202,UK,2022-07-21
203,Cust_203,India,2022-07-22
204,Cust_204,India,2022-07-23
205,Cust_205,Canada,2022-07-24
206,Cust_206,UK,2022-07-25
207,Cust_207,Germany,2022-07-26
208,Cust_208,UK,2022-07-27
209,Cust_209,Canada,2022-07-28
210,Cust_210,Canada,2022-07-29
211,Cust_211,UK,2022-07-30
212,Cust_212,Canada,2022-07-31
213,Cust_213,UK,2022-08-01
214,Cust_214,USA,2022-08-02
215,Cust_215,UK,2022-08-03
216,Cust_216,UK,2022-08-04
217,Cust_217,Canada,2022-08-05
218,Cust_218,Canada,2022-08-06
219,Cust_219,India,2022-08-07
220,Cust_220,India,2022-08-08
221,Cust_221,USA,2022-08-09
222,Cust_222,India,2022-08-10
223,Cust_223,UK,2022-08-11
224,Cust_224,Canada,2022-08-12
225,Cust_225,India,2022-08-13
226,Cust_226,India,2022-08-14
227,Cust_227,USA,2022-08-15
228,Cust_228,USA,2022-08-16
229,Cust_229,UK,2022-08-17
230,Cust_230,Canada,2022-08-18
231,Cust_231,USA,2022-08-19
232,Cust_232,India,2022-08-20
233,Cust_233,Canada,2022-08-21
234,Cust_234,Canada,2022-08-22
235,Cust_235,India,2022-08-23
236,Cust_236,USA,2022-08-24
237,Cust_237,India,2022-08-25
238,Cust_238,Canada,2022-08-26
239,Cust_239,Germany,2022-08-27
240,Cust_240,Germany,2022-08-28
241,Cust_241,UK,2022-08-29
242,Cust_242,India,2022-08-30
243,Cust_243,India,2022-08-31
244,Cust_244,UK,2022-09-01
245,Cust_245,UK,2022-09-02
246,Cust_246,UK,2022-09-03
247,Cust_247,Canada,2022-09-04
248,Cust_248,India,2022-09-05
249,Cust_249,Canada,2022-09-06
250,Cust_250,UK,2022-09-07
251,Cust_251,India,2022-09-08
252,Cust_252,Canada,2022-09-09
253,Cust_253,Canada,2022-09-10
254,Cust_254,UK,2022-09-11
255,Cust_255,India,2022-09-12
256,Cust_256,UK,2022-09-13
257,Cust_257,India,2022-09-14
258,Cust_258,Germany,2022-09-15
259,Cust_259,USA,2022-09-16
260,Cust_260,USA,2022-09-17
261,Cust_261,USA,2022-09-18
262,Cust_262,UK,2022-09-19
263,Cust_263,Germany,2022-09-20
264,Cust_264,India,2022-09-21
265,Cust_265,Canada,2022-09-22
266,Cust_266,India,2022-09-23
267,Cust_267,Canada,2022-09-24
268,Cust_268,India,2022-09-25
269,Cust_269,Germany,2022-09-26
270,Cust_270,Canada,2022-09-27
271,Cust_271,UK,2022-09-28
272,Cust_272,India,2022-09-29
273,Cust_273,India,2022-09-30
274,Cust_274,Canada,2022-10-01
275,Cust_275,UK,2022-10-02
276,Cust_276,UK,2022-10-03
277,Cust_277,Germany,2022-10-04
278,Cust_278,UK,2022-10-05
279,Cust_279,UK,2022-10-06
280,Cust_280,UK,2022-10-07
281,Cust_281,USA,2022-10-08
282,Cust_282,Germany,2022-10-09
283,Cust_283,India,2022-10-10
284,Cust_284,Canada,2022-10-11
285,Cust_285,India,2022-10-12
286,Cust_286,Germany,2022-10-13
287,Cust_287,Canada,2022-10-14
288,Cust_288,Germany,2022-10-15
289,Cust_289,UK,2022-10-16
290,Cust_290,Canada,2022-10-17
291,Cust_291,UK,2022-10-18
292,Cust_292,India,2022-10-19
293,Cust_293,India,2022-10-20
294,Cust_294,Canada,2022-10-21
295,Cust_295,Canada,2022-10-22
296,Cust_296,Germany,2022-10-23
297,Cust_297,Germany,2022-10-24
298,Cust_298,UK,2022-10-25
299,Cust_299,Canada,2022-10-26
300,Cust_300,India,2022-10-27
301,Cust_301,Germany,2022-10-28
302,Cust_302,Germany,2022-10-29
303,Cust_303,India,2022-10-30
304,Cust_304,Germany,2022-10-31
305,Cust_305,UK,2022-11-01
306,Cust_306,Canada,2022-11-02
307,Cust_307,India,2022-11-03
308,Cust_308,Canada,2022-11-04
309,Cust_309,Germany,2022-11-05
310,Cust_310,Germany,2022-11-06
311,Cust_311,India,2022-11-07
312,Cust_312,UK,2022-11-08
313,Cust_313,USA,2022-11-09
314,Cust_314,India,2022-11-10
315,Cust_315,USA,2022-11-11
316,Cust_316,USA,2022-11-12
317,Cust_317,UK,2022-11-13
318,Cust_318,USA,2022-11-14
319,Cust_319,USA,2022-11-15
320,Cust_320,UK,2022-11-16
321,Cust_321,USA,2022-11-17
322,Cust_322,USA,2022-11-18
323,Cust_323,USA,2022-11-19
324,Cust_324,India,2022-11-20
325,Cust_325,India,2022-11-21
326,Cust_326,India,2022-11-22
327,Cust_327,UK,2022-11-23
328,Cust_328,Germany,2022-11-24
329,Cust_329,USA,2022-11-25
330,Cust_330,USA,2022-11-26
331,Cust_331,UK,2022-11-27
332,Cust_332,USA,2022-11-28
333,Cust_333,India,2022-11-29
334,Cust_334,Germany,2022-11-30
335,Cust_335,Canada,2022-12-01
336,Cust_336,USA,2022-12-02
337,Cust_337,India,2022-12-03
338,Cust_338,Canada,2022-12-04
339,Cust_339,Germany,2022-12-05
340,Cust_340,Canada,2022-12-06
341,Cust_341,India,2022-12-07
342,Cust_342,Canada,2022-12-08
343,Cust_343,UK,2022-12-09
344,Cust_344,Canada,2022-12-10
345,Cust_345,USA,2022-12-11
346,Cust_346,USA,2022-12-12
347,Cust_347,UK,2022-12-13
348,Cust_348,India,2022-12-14
349,Cust_349,USA,2022-12-15
350,Cust_350,Germany,2022-12-16
351,Cust_351,USA,2022-12-17
352,Cust_352,USA,2022-12-18
353,Cust_353,India,2022-12-19
354,Cust_354,Canada,2022-12-20
355,Cust_355,USA,2022-12-21
356,Cust_356,UK,2022-12-22
357,Cust_357,Canada,2022-12-23
358,Cust_358,Germany,2022-12-24
359,Cust_359,India,2022-12-25
360,Cust_360,Germany,2022-12-26
361,Cust_361,Canada,2022-12-27
362,Cust_362,Canada,2022-12-28
363,Cust_363,Canada,2022-12-29
364,Cust_364,Germany,2022-12-30
365,Cust_365,Canada,2022-12-31
366,Cust_366,Germany,2023-01-01
367,Cust_367,Canada,2023-01-02
368,Cust_368,UK,2023-01-03
369,Cust_369,Canada,2023-01-04
370,Cust_370,Germany,2023-01-05
371,Cust_371,USA,2023-01-06
372,Cust_372,Canada,2023-01-07
373,Cust_373,USA,2023-01-08
374,Cust_374,UK,2023-01-09
375,Cust_375,India,2023-01-10
376,Cust_376,UK,2023-01-11
377,Cust_377,Canada,2023-01-12
378,Cust_378,USA,2023-01-13
379,Cust_379,USA,2023-01-14
380,Cust_380,Germany,2023-01-15
381,Cust_381,USA,2023-01-16
382,Cust_382,Germany,2023-01-17
383,Cust_383,India,2023-01-18
384,Cust_384,Canada,2023-01-19
385,Cust_385,Germany,2023-01-20
386,Cust_386,India,2023-01-21
387,Cust_387,USA,2023-01-22
388,Cust_388,USA,2023-01-23
389,Cust_389,India,2023-01-24
390,Cust_390,USA,2023-01-25
391,Cust_391,India,2023-01-26
392,Cust_392,Germany,2023-01-27
393,Cust_393,Germany,2023-01-28
394,Cust_394,India,2023-01-29
395,Cust_395,Germany,2023-01-30
396,Cust_396,Germany,2023-01-31
397,Cust_397,Germany,2023-02-01
398,Cust_398,UK,2023-02-02
399,Cust_399,Canada,2023-02-03
400,Cust_400,USA,2023-02-04
401,Cust_401,UK,2023-02-05
402,Cust_402,Germany,2023-02-06
403,Cust_403,India,2023-02-07
404,Cust_404,Germany,2023-02-08
405,Cust_405,Canada,2023-02-09
406,Cust_406,Germany,2023-02-10
407,Cust_407,India,2023-02-11
408,Cust_408,Canada,2023-02-12
409,Cust_409,Germany,2023-02-13
410,Cust_410,Canada,2023-02-14
411,Cust_411,USA,2023-02-15
412,Cust_412,USA,2023-02-16
413,Cust_413,Germany,2023-02-17
414,Cust_414,Canada,2023-02-18
415,Cust_415,India,2023-02-19
416,Cust_416,Germany,2023-02-20
417,Cust_417,USA,2023-02-21
418,Cust_418,USA,2023-02-22
419,Cust_419,Germany,2023-02-23
420,Cust_420,Canada,2023-02-24
421,Cust_421,USA,2023-02-25
422,Cust_422,Canada,2023-02-26
423,Cust_423,USA,2023-02-27
424,Cust_424,USA,2023-02-28
425,Cust_425,UK,2023-03-01
426,Cust_426,USA,2023-03-02
427,Cust_427,India,2023-03-03
428,Cust_428,Germany,2023-03-04
429,Cust_429,Germany,2023-03-05
430,Cust_430,Canada,2023-03-06
431,Cust_431,USA,2023-03-07
432,Cust_432,India,2023-03-08
433,Cust_433,Canada,2023-03-09
434,Cust_434,UK,2023-03-10
435,Cust_435,Canada,2023-03-11
436,Cust_436,Canada,2023-03-12
437,Cust_437,USA,2023-03-13
438,Cust_438,UK,2023-03-14
439,Cust_439,Canada,2023-03-15
440,Cust_440,India,2023-03-16
441,Cust_441,India,2023-03-17
442,Cust_442,Germany,2023-03-18
443,Cust_443,UK,2023-03-19
444,Cust_444,UK,2023-03-20
445,Cust_445,Germany,2023-03-21
446,Cust_446,Canada,2023-03-22
447,Cust_447,UK,2023-03-23
448,Cust_448,India,2023-03-24
449,Cust_449,India,2023-03-25
450,Cust_450,USA,2023-03-26
451,Cust_451,UK,2023-03-27
452,Cust_452,Canada,2023-03-28
453,Cust_453,Germany,2023-03-29
454,Cust_454,Germany,2023-03-30
455,Cust_455,Canada,2023-03-31
456,Cust_456,USA,2023-04-01
457,Cust_457,Germany,2023-04-02
458,Cust_458,UK,2023-04-03
459,Cust_459,USA,2023-04-04
460,Cust_460,UK,2023-04-05
461,Cust_461,India,2023-04-06
462,Cust_462,USA,2023-04-07
463,Cust_463,Germany,2023-04-08
464,Cust_464,USA,2023-04-09
465,Cust_465,USA,2023-04-10
466,Cust_466,USA,2023-04-11
467,Cust_467,USA,2023-04-12
468,Cust_468,UK,2023-04-13
469,Cust_469,India,2023-04-14
470,Cust_470,Canada,2023-04-15
471,Cust_471,USA,2023-04-16
472,Cust_472,Germany,2023-04-17
473,Cust_473,USA,2023-04-18
474,Cust_474,Germany,2023-04-19
475,Cust_475,UK,2023-04-20
476,Cust_476,Germany,2023-04-21
477,Cust_477,Canada,2023-04-22
478,Cust_478,India,2023-04-23
479,Cust_479,Germany,2023-04-24
480,Cust_480,Germany,2023-04-25
481,Cust_481,India,2023-04-26
482,Cust_482,Canada,2023-04-27
483,Cust_483,USA,2023-04-28
484,Cust_484,Germany,2023-04-29
485,Cust_485,India,2023-04-30
486,Cust_486,UK,2023-05-01
487,Cust_487,India,2023-05-02
488,Cust_488,UK,2023-05-03
489,Cust_489,Canada,2023-05-04
490,Cust_490,USA,2023-05-05
491,Cust_491,India,2023-05-06
492,Cust_492,Germany,2023-05-07
493,Cust_493,Canada,2023-05-08
494,Cust_494,India,2023-05-09
495,Cust_495,Germany,2023-05-10
496,Cust_496,India,2023-05-11
497,Cust_497,UK,2023-05-12
498,Cust_498,India,2023-05-13
499,Cust_499,India,2023-05-14
500,Cust_500,India,2023-05-15
501,Cust_501,Canada,2023-05-16
502,Cust_502,India,2023-05-17
503,Cust_503,Germany,2023-05-18
504,Cust_504,UK,2023-05-19
505,Cust_505,UK,2023-05-20
506,Cust_506,India,2023-05-21
507,Cust_507,Canada,2023-05-22
508,Cust_508,Canada,2023-05-23
509,Cust_509,Germany,2023-05-24
510,Cust_510,India,2023-05-25
511,Cust_511,UK,2023-05-26
512,Cust_512,Canada,2023-05-27
513,Cust_513,India,2023-05-28
514,Cust_514,Canada,2023-05-29
515,Cust_515,Canada,2023-05-30
516,Cust_516,UK,2023-05-31
517,Cust_517,USA,2023-06-01
518,Cust_518,Germany,2023-06-02
519,Cust_519,Germany,2023-06-03
520,Cust_520,UK,2023-06-04
521,Cust_521,Canada,2023-06-05
522,Cust_522,India,2023-06-06
523,Cust_523,Canada,2023-06-07
524,Cust_524,UK,2023-06-08
525,Cust_525,Germany,2023-06-09
526,Cust_526,Canada,2023-06-10
527,Cust_527,Germany,2023-06-11
528,Cust_528,India,2023-06-12
529,Cust_529,Germany,2023-06-13
530,Cust_530,Germany,2023-06-14
531,Cust_531,USA,2023-06-15
532,Cust_532,USA,2023-06-16
533,Cust_533,USA,2023-06-17
534,Cust_534,Germany,2023-06-18
535,Cust_535,UK,2023-06-19
536,Cust_536,Germany,2023-06-20
537,Cust_537,UK,2023-06-21
538,Cust_538,UK,2023-06-22
539,Cust_539,USA,2023-06-23
540,Cust_540,Canada,2023-06-24
541,Cust_541,India,2023-06-25
542,Cust_542,USA,2023-06-26
543,Cust_543,USA,2023-06-27
544,Cust_544,Canada,2023-06-28
545,Cust_545,India,2023-06-29
546,Cust_546,Germany,2023-06-30
547,Cust_547,Germany,2023-07-01
548,Cust_548,USA,2023-07-02
549,Cust_549,India,2023-07-03
550,Cust_550,USA,2023-07-04
551,Cust_551,UK,2023-07-05
552,Cust_552,USA,2023-07-06
553,Cust_553,USA,2023-07-07
554,Cust_554,Germany,2023-07-08
555,Cust_555,Germany,2023-07-09
556,Cust_556,Germany,2023-07-10
557,Cust_557,UK,2023-07-11
558,Cust_558,Germany,2023-07-12
559,Cust_559,India,2023-07-13
560,Cust_560,Canada,2023-07-14
561,Cust_561,India,2023-07-15
562,Cust_562,India,2023-07-16
563,Cust_563,Germany,2023-07-17
564,Cust_564,Canada,2023-07-18
565,Cust_565,Canada,2023-07-19
566,Cust_566,Canada,2023-07-20
567,Cust_567,UK,2023-07-21
568,Cust_568,Germany,2023-07-22
569,Cust_569,Canada,2023-07-23
570,Cust_570,UK,2023-07-24
571,Cust_571,USA,2023-07-25
572,Cust_572,USA,2023-07-26
573,Cust_573,UK,2023-07-27
574,Cust_574,UK,2023-07-28
575,Cust_575,Germany,2023-07-29
576,Cust_576,Germany,2023-07-30
577,Cust_577,USA,2023-07-31
578,Cust_578,Canada,2023-08-01
579,Cust_579,USA,2023-08-02
580,Cust_580,Canada,2023-08-03
581,Cust_581,Canada,2023-08-04
582,Cust_582,Germany,2023-08-05
583,Cust_583,India,2023-08-06
584,Cust_584,India,2023-08-07
585,Cust_585,UK,2023-08-08
586,Cust_586,Germany,2023-08-09
587,Cust_587,Canada,2023-08-10
588,Cust_588,India,2023-08-11
589,Cust_589,Canada,2023-08-12
590,Cust_590,India,2023-08-13
591,Cust_591,India,2023-08-14
592,Cust_592,India,2023-08-15
593,Cust_593,Germany,2023-08-16
594,Cust_594,USA,2023-08-17
595,Cust_595,Canada,2023-08-18
596,Cust_596,Germany,2023-08-19
597,Cust_597,Germany,2023-08-20
598,Cust_598,Germany,2023-08-21
599,Cust_599,Germany,2023-08-22
600,Cust_600,Germany,2023-08-23
601,Cust_601,UK,2023-08-24
602,Cust_602,Canada,2023-08-25
603,Cust_603,Germany,2023-08-26
604,Cust_604,Canada,2023-08-27
605,Cust_605,UK,2023-08-28
606,Cust_606,UK,2023-08-29
607,Cust_607,Canada,2023-08-30
608,Cust_608,India,2023-08-31
609,Cust_609,USA,2023-09-01
610,Cust_610,India,2023-09-02
611,Cust_611,India,2023-09-03
612,Cust_612,India,2023-09-04
613,Cust_613,Germany,2023-09-05
614,Cust_614,UK,2023-09-06
615,Cust_615,India,2023-09-07
616,Cust_616,UK,2023-09-08
617,Cust_617,Canada,2023-09-09
618,Cust_618,USA,2023-09-10
619,Cust_619,Canada,2023-09-11
620,Cust_620,Canada,2023-09-12
621,Cust_621,Germany,2023-09-13
622,Cust_622,USA,2023-09-14
623,Cust_623,Canada,2023-09-15
624,Cust_624,Canada,2023-09-16
625,Cust_625,USA,2023-09-17
626,Cust_626,USA,2023-09-18
627,Cust_627,Canada,2023-09-19
628,Cust_628,USA,2023-09-20
629,Cust_629,Canada,2023-09-21
630,Cust_630,Canada,2023-09-22
631,Cust_631,Germany,2023-09-23
632,Cust_632,India,2023-09-24
633,Cust_633,Canada,2023-09-25
634,Cust_634,UK,2023-09-26
635,Cust_635,India,2023-09-27
636,Cust_636,India,2023-09-28
637,Cust_637,India,2023-09-29
638,Cust_638,Germany,2023-09-30
639,Cust_639,Canada,2023-10-01
640,Cust_640,Germany,2023-10-02
641,Cust_641,Canada,2023-10-03
642,Cust_642,Germany,2023-10-04
643,Cust_643,Germany,2023-10-05
644,Cust_644,UK,2023-10-06
645,Cust_645,Germany,2023-10-07
646,Cust_646,USA,2023-10-08
647,Cust_647,UK,2023-10-09
648,Cust_648,Germany,2023-10-10
649,Cust_649,India,2023-10-11
650,Cust_650,USA,2023-10-12
651,Cust_651,USA,2023-10-13
652,Cust_652,USA,2023-10-14
653,Cust_653,UK,2023-10-15
654,Cust_654,Germany,2023-10-16
655,Cust_655,Germany,2023-10-17
656,Cust_656,India,2023-10-18
657,Cust_657,India,2023-10-19
658,Cust_658,USA,2023-10-20
659,Cust_659,India,2023-10-21
660,Cust_660,UK,2023-10-22
661,Cust_661,Germany,2023-10-23
662,Cust_662,USA,2023-10-24
663,Cust_663,India,2023-10-25
664,Cust_664,UK,2023-10-26
665,Cust_665,UK,2023-10-27
666,Cust_666,India,2023-10-28
667,Cust_667,Germany,2023-10-29
668,Cust_668,India,2023-10-30
669,Cust_669,USA,2023-10-31
670,Cust_670,India,2023-11-01
671,Cust_671,UK,2023-11-02
672,Cust_672,India,2023-11-03
673,Cust_673,Germany,2023-11-04
674,Cust_674,Canada,2023-11-05
675,Cust_675,India,2023-11-06
676,Cust_676,Germany,2023-11-07
677,Cust_677,Germany,2023-11-08
678,Cust_678,UK,2023-11-09
679,Cust_679,Germany,2023-11-10
680,Cust_680,Germany,2023-11-11
681,Cust_681,Germany,2023-11-12
682,Cust_682,Germany,2023-11-13
683,Cust_683,USA,2023-11-14
684,Cust_684,USA,2023-11-15
685,Cust_685,UK,2023-11-16
686,Cust_686,India,2023-11-17
687,Cust_687,Germany,2023-11-18
688,Cust_688,India,2023-11-19
689,Cust_689,India,2023-11-20
690,Cust_690,UK,2023-11-21
691,Cust_691,Germany,2023-11-22
692,Cust_692,Germany,2023-11-23
693,Cust_693,Canada,2023-11-24
694,Cust_694,India,2023-11-25
695,Cust_695,India,2023-11-26
696,Cust_696,USA,2023-11-27
697,Cust_697,Canada,2023-11-28
698,Cust_698,USA,2023-11-29
699,Cust_699,USA,2023-11-30
700,Cust_700,USA,2023-12-01
701,Cust_701,UK,2023-12-02
702,Cust_702,UK,2023-12-03
703,Cust_703,USA,2023-12-04
704,Cust_704,Canada,2023-12-05
705,Cust_705,India,2023-12-06
706,Cust_706,Canada,2023-12-07
707,Cust_707,Germany,2023-12-08
708,Cust_708,UK,2023-12-09
709,Cust_709,India,2023-12-10
710,Cust_710,India,2023-12-11
711,Cust_711,Germany,2023-12-12
712,Cust_712,Germany,2023-12-13
713,Cust_713,USA,2023-12-14
714,Cust_714,UK,2023-12-15
715,Cust_715,UK,2023-12-16
716,Cust_716,Canada,2023-12-17
717,Cust_717,USA,2023-12-18
718,Cust_718,USA,2023-12-19
719,Cust_719,USA,2023-12-20
720,Cust_720,USA,2023-12-21
721,Cust_721,UK,2023-12-22
722,Cust_722,UK,2023-12-23
723,Cust_723,USA,2023-12-24
724,Cust_724,Canada,2023-12-25
725,Cust_725,India,2023-12-26
726,Cust_726,India,2023-12-27
727,Cust_727,Canada,2023-12-28
728,Cust_728,USA,2023-12-29
729,Cust_729,UK,2023-12-30
730,Cust_730,India,2023-12-31
731,Cust_731,Germany,2024-01-01
732,Cust_732,Germany,2024-01-02
733,Cust_733,Canada,2024-01-03
734,Cust_734,USA,2024-01-04
735,Cust_735,India,2024-01-05
736,Cust_736,USA,2024-01-06
737,Cust_737,India,2024-01-07
738,Cust_738,Canada,2024-01-08
739,Cust_739,Canada,2024-01-09
740,Cust_740,Germany,2024-01-10
741,Cust_741,USA,2024-01-11
742,Cust_742,Germany,2024-01-12
743,Cust_743,USA,2024-01-13
744,Cust_744,Germany,2024-01-14
745,Cust_745,UK,2024-01-15
746,Cust_746,UK,2024-01-16
747,Cust_747,UK,2024-01-17
748,Cust_748,UK,2024-01-18
749,Cust_749,India,2024-01-19
750,Cust_750,UK,2024-01-20
751,Cust_751,Canada,2024-01-21
752,Cust_752,Canada,2024-01-22
753,Cust_753,India,2024-01-23
754,Cust_754,UK,2024-01-24
755,Cust_755,UK,2024-01-25
756,Cust_756,UK,2024-01-26
757,Cust_757,Germany,2024-01-27
758,Cust_758,USA,2024-01-28
759,Cust_759,Germany,2024-01-29
760,Cust_760,USA,2024-01-30
761,Cust_761,UK,2024-01-31
762,Cust_762,UK,2024-02-01
763,Cust_763,Germany,2024-02-02
764,Cust_764,Germany,2024-02-03
765,Cust_765,USA,2024-02-04
766,Cust_766,Canada,2024-02-05
767,Cust_767,USA,2024-02-06
