order_id,customer_id,product_id,order_date,quantity
279,284,309,2023-06-13,2
280,3904,412,2023-07-29,3
281,3566,322,2024-09-10,3
282,2235,405,2023-08-19,3
283,4594,361,2024-04-07,2
284,1466,126,2023-11-08,3
285,130,120,2024-08-23,4
286,4735,214,2024-07-08,2
287,2061,313,2024-08-23,2
288,3673,311,2024-08-23,4
289,2495,130,2024-04-17,4
290,993,94,2024-08-17,4
291,2122,65,2023-05-30,1
292,2585,366,2023-10-29,4
293,4197,205,2023-01-23,4
294,2224,387,2024-08-18,1
295,4523,187,2024-05-25,1
296,3189,212,2023-12-06,2
297,3238,191,2024-10-08,3
298,4137,261,2024-01-30,2
299,4525,322,2023-11-24,1
300,344,90,2023-12-24,2
301,4462,245,2024-01-30,4
302,4705,477,2023-10-08,4
303,4824,402,2023-01-31,4
304,2277,393,2023-09-13,1
305,4921,150,2024-04-02,4
306,3202,412,2023-11-23,1
307,889,444,2024-04-28,2
308,2044,140,2023-06-22,1
309,1342,293,2023-07-05,1
310,3721,466,2024-07-29,2
311,2884,119,2023-10-03,2
312,4213,247,2024-08-14,2
313,2416,98,2023-07-09,1
314,1118,170,2024-03-20,3
315,4264,310,2024-09-07,2
316,3002,426,2024-01-03,4
317,1739,378,2023-12-25,1
318,1365,67,2023-05-05,4
319,2709,56,2024-10-02,1
320,4791,46,2023-01-09,1
321,925,5,2023-04-15,4
322,152,56,2023-04-04,1
323,586,151,2024-06-16,2
324,913,318,2024-12-22,1
325,2322,141,2023-01-22,1
326,496,315,2023-12-30,4
327,3796,472,2023-12-12,1
328,2149,284,2024-12-16,3
329,557,465,2024-07-02,4
330,1553,6,2023-09-12,1
331,2121,189,2024-03-07,1
332,3086,317,2023-05-10,4
333,3505,219,2024-09-07,3
334,157,173,2024-10-17,1
335,735,93,2023-11-02,4
336,4655,12,2024-01-16,3
337,3277,163,2024-01-15,2
338,155,318,2024-09-02,3
339,997,368,2024-06-01,3
340,2295,5,2024-12-01,2
341,4627,66,2024-10-23,1
342,2906,203,2024-04-26,4
343,4825,324,2024-09-25,2
344,1178,342,2023-03-18,4
345,154,193,2024-11-15,2
346,4188,365,2023-07-29,3
347,1717,370,2023-11-08,4
348,3203,336,2024-11-14,1
349,2858,66,2023-04-15,1
350,787,169,2023-08-04,4
351,4369,155,2024-10-02,3
352,4273,76,2023-08-17,1
353,3768,261,2024-05-30,4
354,2879,133,2024-01-23,2
355,643,342,2023-11-30,1
356,4663,141,2024-12-15,1
357,666,336,2023-03-28,1
358,3427,346,2024-05-08,2
359,3784,499,2024-04-04,2
360,3702,137,2023-08-28,4
361,1070,176,2023-11-10,2
362,2350,288,2023-04-21,3
363,4504,339,2024-07-07,1
364,1213,36,2023-07-15,4
365,1153,476,2024-03-24,2
366,2512,143,2024-07-05,3
367,144,137,2023-09-11,1
368,2490,16,2023-03-15,4
369,3229,250,2024-10-03,3
370,4583,6,2024-12-27,2
371,4956,72,2023-10-17,3
372,3206,161,2024-09-23,1
373,4244,224,2023-08-31,3
374,3143,366,2023-08-25,1
375,3305,356,2023-05-16,1
376,1358,426,2024-11-12,1
377,2714,315,2024-06-01,3
378,4186,496,2024-04-07,4
379,1358,36,2024-03-08,2
380,4295,34,2023-05-19,4
381,4634,386,2023-06-07,1
382,3193,13,2024-08-21,4
383,301,427,2024-06-13,4
384,724,202,2024-06-04,1
385,3011,57,2024-08-07,2
386,68,486,2024-09-17,3
387,3837,7,2023-05-14,2
388,3994,443,2023-03-21,3
389,2507,315,2024-10-03,4
390,1538,111,2024-04-09,3
391,398,116,2024-08-26,2
392,4716,307,2023-12-16,3
393,3358,259,2023-05-25,1
394,1164,155,2024-07-12,4
395,4826,206,2023-10-22,2
396,556,310,2023-05-08,4
397,3662,94,2024-04-11,2
398,1752,192,2024-12-08,4
399,2942,290,2024-05-06,2
400,2658,279,2024-01-06,4
401,2796,48,2023-06-15,4
402,2330,55,2024-11-26,2
403,1960,17,2023-09-03,1
404,1602,335,2024-02-02,3
405,2794,62,2024-11-24,1
406,1481,125,2023-04-11,2
407,1103,237,2024-11-02,1
408,3277,61,2023-06-08,3
409,1300,445,2023-07-16,4
410,4995,44,2024-10-18,4
411,3880,327,2023-01-04,2
412,1536,381,2024-09-10,1
413,78,128,2023-08-04,1
414,2832,500,2023-01-06,3
415,3411,500,2024-03-23,3
416,2722,259,2023-06-07,2
417,3628,201,2024-08-25,1
418,1533,323,2023-09-22,2
419,238,112,2024-02-12,1
420,1997,500,2023-01-13,4
421,3428,355,2024-08-26,1
422,278,488,2024-05-09,2
423,3090,392,2024-08-30,1
424,524,410,2023-12-23,3
425,4276,376,2023-10-02,1
426,4219,143,2023-10-30,1
427,3123,389,2023-09-09,4
428,4576,397,2024-08-05,2
429,1798,207,2023-04-04,3
430,2132,359,2024-07-23,4
431,816,140,2023-01-31,2
432,2695,227,2023-10-28,2
433,443,319,2024-05-10,4
434,3141,136,2023-04-14,4
435,143,458,2023-11-06,4
436,4288,290,2023-11-25,3
437,1411,200,2023-04-08,4
438,4474,278,2024-04-14,2
439,535,306,2024-02-15,2
440,1717,140,2023-02-21,1
441,3365,150,2024-07-20,1
442,1033,91,2023-01-27,4
443,3343,186,2023-04-26,4
444,1411,82,2023-12-31,3
445,4501,19,2024-11-15,3
446,1173,379,2024-03-02,2
447,889,133,2024-07-07,4
448,3339,272,2023-10-31,3
449,4518,369,2024-03-17,4
450,1642,169,2024-06-22,1
451,472,458,2023-06-09,2
452,2941,19,2024-11-08,3
453,547,253,2023-12-08,2
454,4727,364,2024-05-14,3
455,3598,193,2024-11-23,2
456,2826,278,2024-08-30,1
457,3724,145,2023-10-10,4
458,364,35,2023-10-23,1
459,2167,167,2023-04-04,3
460,3310,244,2023-06-12,4
461,546,73,2024-04-05,3
462,3241,311,2024-09-21,2
463,4730,133,2024-01-20,1
464,1937,73,2023-08-22,1
465,963,115,2023-06-04,2
466,3006,267,2023-10-05,4
467,3807,334,2024-05-19,2
468,883,110,2024-09-14,3
469,3841,168,2023-05-31,2
470,871,216,2023-06-30,4
471,4612,340,2023-10-18,3
472,2986,97,2024-06-02,3
473,866,388,2024-02-12,3
474,4310,383,2023-07-27,3
475,3204,80,2023-05-08,4
476,2898,217,2023-01-23,3
477,2245,186,2023-01-07,1
478,19,449,2024-05-02,2
479,642,371,2023-11-08,2
480,3084,472,2024-10-23,3
481,330,64,2024-08-27,1
482,866,67,2024-02-08,3
483,774,96,2024-06-26,3
484,4488,34,2024-04-19,3
485,4733,369,2024-09-08,4
486,2355,345,2024-04-29,4
487,3339,491,2024-04-01,2
488,3519,442,2023-12-11,4
489,2943,451,2024-10-01,1
490,2568,391,2023-02-11,1
491,1675,234,2024-09-05,4
492,2684,163,2023-08-13,1
493,3381,157,2024-06-08,3
494,740,488,2024-09-04,1
495,1546,281,2024-08-14,1
496,4565,28,2023-02-16,1
497,2260,472,2024-03-16,1
498,1136,69,2024-09-06,2
499,874,411,2024-02-10,2
500,4556,458,2024-07-19,4
501,2301,332,2023-05-09,1
502,752,338,2023-06-28,2
503,854,230,2024-04-13,4
504,3733,392,2023-04-24,3
505,2284,498,2024-07-28,1
506,1330,422,2024-08-25,4
507,478,375,2024-05-08,4
508,2727,350,2023-06-11,3
509,3092,137,2023-01-29,3
510,4231,112,2024-08-02,4
511,4506,299,2024-12-11,1
512,1270,25,2024-04-04,1
513,4182,94,2023-10-16,2
514,2604,66,2024-01-01,4
515,1470,17,2024-04-16,2
516,378,109,2023-04-12,4
517,1681,391,2024-12-05,4
518,242,278,2023-04-29,4
519,920,10,2024-02-22,1
520,70,346,2024-04-09,1
521,3925,141,2023-04-14,4
522,2087,298,2023-02-19,3
523,2008,28,2024-11-27,3
524,801,100,2024-04-19,4
525,2780,187,2024-12-19,2
526,4921,267,2024-08-13,1
527,756,393,2023-07-03,2
528,1996,208,2023-05-20,2
529,1322,337,2024-12-31,3
530,2331,311,2023-04-23,3
531,110,261,2024-07-21,2
532,1017,69,2023-08-20,2
533,3866,38,2023-05-17,2
534,25,479,2024-09-14,3
535,4939,66,2023-06-14,2
536,2839,475,2024-02-09,3
537,738,494,2023-04-29,1
538,180,235,2024-05-27,1
539,232,467,2024-05-15,2
540,1918,64,2023-11-28,2
541,343,235,2024-07-30,3
542,4573,153,2024-10-28,1
543,2624,180,2023-10-07,4
544,455,166,2023-12-10,1
545,4385,333,2023-06-26,2
546,4626,477,2024-06-29,3
547,2277,275,2023-04-13,3
548,596,99,2023-05-04,2
549,3875,25,2024-04-27,3
550,4531,304,2023-02-19,4
551,4978,73,2024-11-16,3
552,4498,445,2023-09-23,4
553,2670,35,2024-12-28,2
554,2136,435,2023-04-01,2
555,3965,143,2023-09-20,4
556,1566,214,2024-02-02,2
557,309,205,2024-02-03,1
558,343,305,2023-11-03,4
559,436,414,2024-11-25,4
560,177,405,2024-09-28,2
561,139,217,2023-12-30,4
562,194,345,2023-07-06,1
563,3258,232,2023-11-25,1
564,3236,86,2024-03-06,4
565,943,494,2023-02-02,2
566,4621,169,2024-06-28,3
567,3880,387,2023-02-07,3
568,3114,125,2024-06-16,1
569,2963,329,2024-08-03,3
570,4837,408,2023-09-24,4
571,4958,236,2024-04-21,1
572,954,367,2023-07-07,2
573,1303,480,2024-11-16,1
574,3382,145,2024-01-17,1
575,2881,105,2024-03-31,3
576,2188,344,2024-12-31,1
577,4888,264,2023-02-25,4
578,546,134,2024-05-08,3
579,1928,9,2023-12-29,1
580,4153,15,2023-10-26,2
581,5,64,2024-07-17,2
582,3482,472,2023-10-31,3
583,3254,178,2024-10-08,3
584,1363,124,2023-04-09,1
585,1821,11,2024-07-09,3
586,2664,95,2023-05-14,4
587,2939,120,2023-05-27,3
588,1274,430,2023-08-16,1
589,3327,301,2023-08-20,4
590,3660,493,2024-02-04,1
591,2946,246,2024-01-30,2
592,3019,77,2024-07-24,4
593,1132,94,2024-08-26,2
594,4764,315,2024-09-19,4
595,2637,153,2023-03-28,2
596,3030,240,2024-02-23,4
597,3020,140,2023-03-01,1
598,4378,85,2024-11-05,4
599,3160,216,2024-05-21,3
600,254,282,2024-10-18,2
601,329,370,2023-06-16,2
602,2592,460,2024-05-05,4
603,2831,293,2023-05-12,4
604,3045,241,2023-06-25,3
605,1421,469,2024-03-30,1
606,3402,23,2024-07-13,1
607,2893,321,2023-12-04,4
608,655,45,2024-05-15,2
609,760,74,2023-03-03,4
610,1799,419,2023-05-07,1
611,2972,102,2023-01-23,2
612,4512,432,2023-07-07,2
613,3427,284,2024-10-29,3
614,255,385,2023-04-15,4
615,3824,499,2023-10-25,2
616,1877,72,2023-06-15,3
617,2758,41,2023-02-27,1
618,2625,279,2024-03-22,4
619,4996,212,2024-03-18,2
620,4122,160,2024-05-25,3
621,3005,87,2024-06-16,1
622,4517,7,2024-07-15,3
623,3735,459,2023-12-03,3
624,1245,183,2023-09-26,3
625,1009,328,2023-02-25,4
626,4315,299,2023-08-08,1
627,1511,398,2023-01-17,2
628,1960,14,2023-11-05,1
629,2509,100,2023-03-29,2
630,4759,244,2024-04-26,4
631,2683,169,2023-02-06,4
632,990,232,2024-10-15,4
633,4285,111,2023-04-23,4
634,255,347,2023-07-17,4
635,4164,340,2023-07-03,2
636,4712,102,2024-02-11,4
637,4970,217,2024-11-14,3
638,4453,240,2024-02-20,4
639,256,240,2024-12-26,1
640,1008,221,2023-04-24,2
641,1756,270,2023-12-09,2
642,2572,28,2024-01-18,3
643,3909,286,2024-05-20,1
644,2998,335,2023-03-25,3
645,2804,54,2024-11-07,2
646,3766,443,2024-05-05,2
647,4380,213,2024-07-04,4
648,3384,396,2023-09-07,1
649,99,370,2024-09-10,2
650,197,120,2024-02-22,1
651,2530,75,2023-12-03,3
652,878,423,2024-04-07,4
653,1869,70,2024-08-19,3
654,2666,323,2023-05-02,4
655,1389,233,2023-09-14,2
656,2416,271,2023-12-31,3
657,570,482,2023-06-15,1
658,2638,132,2024-12-06,2
659,1066,98,2023-02-11,3
660,422,102,2024-07-22,1
661,2884,428,2023-08-24,2
662,1205,167,2024-06-03,2
663,545,105,2023-08-03,4
664,4167,454,2023-02-28,2
665,3640,86,2024-01-30,2
666,1224,37,2023-12-09,4
667,3173,442,2023-09-01,3
668,768,160,2024-07-01,4
669,3658,123,2023-10-11,3
670,655,412,2023-03-22,2
671,2447,474,2024-08-06,1
672,221,132,2024-05-27,4
673,3667,266,2023-12-15,4
674,4278,283,2024-03-11,1
675,4403,340,2023-09-26,2
676,2570,420,2023-10-06,4
677,1014,261,2024-12-27,3
678,2052,465,2023-10-17,4
679,3986,434,2024-10-27,4
680,4944,416,2024-08-15,4
681,4900,355,2024-10-26,4
682,4311,407,2024-04-15,2
683,3020,461,2024-03-14,1
684,3682,189,2024-06-23,4
685,1444,385,2023-10-02,3
686,4197,31,2023-05-21,1
687,3011,275,2024-11-09,3
688,573,471,2023-11-03,3
689,1333,310,2023-09-26,3
690,4754,384,2024-05-11,4
691,4003,418,2023-02-21,4
692,3135,132,2024-05-19,3
693,4087,176,2023-09-04,3
694,226,304,2023-02-05,3
695,4201,49,2023-04-17,2
696,1998,444,2024-07-08,1
697,772,373,2023-05-21,4
698,4525,172,2023-04-02,2
699,434,418,2023-07-10,2
700,3100,478,2023-07-02,2
701,2730,312,2023-07-25,4
702,3408,330,2024-10-15,2
703,3141,6,2024-12-11,4
704,866,76,2024-09-04,1
705,2794,204,2023-02-10,2
706,2912,369,2024-03-02,4
707,2416,382,2024-12-03,3
708,251,210,2023-12-04,1
709,4952,36,2024-11-11,3
710,3758,419,2024-06-04,2
711,4657,281,2024-10-21,2
712,919,177,2024-09-05,4
713,1174,55,2024-06-20,3
714,3204,169,2023-10-13,4
715,433,313,2024-01-19,2
716,836,406,2024-08-06,2
717,2247,478,2024-06-20,4
718,2263,428,2023-09-13,2
719,898,413,2023-04-04,2
720,3633,327,2024-10-31,1
721,4568,48,2024-04-05,3
722,3816,104,2023-01-31,1
723,247,3,2024-08-30,2
724,2430,85,2023-10-19,1
725,991,173,2024-11-11,4
726,3311,276,2024-07-26,3
727,927,329,2024-06-14,2
728,3439,233,2024-10-21,3
729,2608,164,2023-08-23,3
730,1075,60,2023-10-12,2
731,4023,78,2024-05-29,4
732,3800,18,2023-12-06,1
733,4785,97,2024-06-20,3
734,3152,499,2023-08-21,3
735,3439,66,2023-11-21,4
736,4574,485,2023-02-24,2
737,3492,31,2024-03-15,4
738,707,470,2023-08-30,4
739,3065,238,2024-09-28,4
740,754,265,2023-10-24,4
741,588,148,2023-05-10,4
742,1335,148,2024-06-01,2
743,1848,47,2023-08-16,2
744,3935,244,2023-07-06,4
745,3927,257,2023-07-12,4
746,3318,478,2023-10-14,1
747,4021,83,2023-12-31,4
748,3156,356,2023-04-11,1
749,4303,142,2023-02-15,1
750,2199,129,2024-07-25,3
751,165,453,2024-07-11,4
752,1999,10,2023-10-02,2
753,3058,457,2023-09-14,2
754,2085,177,2023-01-18,3
755,4429,398,2024-02-20,4
756,403,444,2023-08-15,2
757,414,487,2023-08-12,4
758,45,210,2023-11-11,4
759,4158,42,2023-03-06,1
760,2468,124,2023-06-22,2
761,868,187,2024-10-25,2
762,19,25,2024-03-13,4
763,365,164,2023-03-20,2
764,3833,351,2023-08-12,4
765,580,494,2023-10-07,4
766,546,35,2023-01-23,4
767,4151,253,2023-12-11,1
768,4874,475,2024-12-30,4
769,3040,247,2023-10-04,4
770,4138,470,2024-12-10,4
771,4045,395,2023-05-30,1
772,4327,10,2024-09-25,1
773,453,264,2023-04-19,4
774,3962,105,2024-12-15,4
775,1382,220,2023-10-13,4
776,1468,255,2023-10-14,4
777,2739,407,2023-10-16,2
778,1217,134,2023-03-17,3
779,881,206,2024-02-15,2
780,3815,124,2023-09-07,1
781,3150,216,2023-03-19,3
782,85,64,2023-11-10,3
783,4145,457,2024-07-29,1
784,1169,302,2023-04-19,3
785,4165,360,2024-09-17,1
786,3130,38,2023-11-24,2
787,3646,248,2023-08-20,1
788,2527,153,2024-04-21,4
789,2868,486,2024-06-21,1
790,3517,222,2024-11-19,1
791,3368,342,2024-03-03,1
792,2195,258,2024-07-08,4
793,3556,473,2023-02-18,3
794,446,24,2023-06-29,4
795,3627,357,2023-11-23,2
796,4017,67,2024-11-02,1
797,3876,249,2024-09-09,1
798,3338,235,2023-04-23,3
799,262,90,2023-09-07,3
800,1849,94,2024-06-13,1
801,4993,349,2023-05-03,1
802,4026,327,2024-11-02,1
803,2267,189,2023-07-01,3
804,92,137,2024-05-11,4
805,4223,173,2024-08-18,2
806,4176,478,2024-11-13,1
807,3310,16,2024-11-11,1
808,983,375,2023-05-16,1
809,3444,364,2024-09-28,4
810,2534,232,2024-06-04,1
811,694,398,2024-08-12,3
812,4121,410,2024-03-05,1
813,156,174,2024-06-28,2
814,3589,101,2023-11-10,2
815,1813,186,2023-03-20,2
816,4115,458,2023-08-10,4
817,1408,30,2023-12-16,4
818,1217,470,2023-08-20,4
819,1411,380,2023-03-24,2
820,3498,312,2023-10-31,4
821,4373,350,2024-10-12,1
822,4841,288,2024-04-29,1
823,552,78,2023-11-26,4
824,3395,23,2024-10-01,3
825,1177,17,2023-12-22,3
826,4735,122,2024-03-20,2
827,4333,228,2023-03-29,1
828,998,477,2023-09-28,4
829,4077,408,2024-06-24,1
830,2732,175,2023-06-04,1
831,3938,395,2023-01-14,4
832,4053,41,2024-05-23,3
833,373,15,2024-07-02,3
834,2249,214,2024-04-28,3
835,849,91,2023-08-04,1
836,2557,52,2023-02-18,1
837,2323,418,2024-03-17,3
838,504,316,2023-01-15,2
839,3190,57,2024-05-31,3
840,703,289,2024-08-31,1
841,3626,149,2023-10-30,1
842,315,408,2023-10-17,1
843,2377,20,2023-05-16,3
844,1041,369,2023-08-26,1
845,4379,324,2024-07-19,3
846,2991,101,2023-03-28,1
847,258,357,2023-08-16,4
848,575,188,2024-07-25,2
849,4670,430,2024-03-05,3
850,1553,33,2023-10-01,2
851,4519,31,2024-06-05,1
852,758,162,2024-08-02,4
853,2811,278,2024-12-11,1
854,1105,362,2024-04-28,4
855,4525,286,2024-08-20,4
856,3460,5,2024-05-05,1
857,3993,169,2024-02-12,4
858,204,173,2023-02-06,3
859,2776,215,2023-07-19,3
860,2333,317,2024-04-12,2
861,1993,117,2023-02-12,4
862,2244,255,2023-07-29,1
863,307,269,2023-10-08,4
864,1688,252,2024-04-30,2
865,4110,393,2024-10-19,1
866,1861,206,2023-10-29,1
867,1962,209,2024-12-15,3
868,723,163,2023-06-16,4
869,780,274,2023-11-30,3
870,529,383,2023-09-11,1
871,4894,140,2023-08-25,1
872,344,375,2024-02-26,1
873,3787,169,2024-11-25,4
874,3683,144,2023-12-01,4
875,209,222,2023-04-23,2
876,4737,269,2024-01-24,2
877,3407,380,2024-11-20,4
878,1312,402,2024-02-07,2
879,2300,76,2024-11-04,4
880,3337,118,2023-11-05,3
881,1948,98,2023-01-21,1
882,920,435,2023-10-28,2
883,2045,33,2024-07-25,2
884,419,454,2024-06-14,4
885,1750,338,2024-04-16,2
